"","CLUSTER","LOC_ID_col","LOC_ID_gis","START_DATE","END_DATE","LATITUDE","LONGITUDE","RADIUS","NUMBER_LOC","P_VALUE","RECURR_INT","OBSERVED","EXPECTED","ODE","GINI_CLUST"
"13",4,96114,95947,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"14",4,96114,96136,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"15",4,96114,96130,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"16",4,96114,96113,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"17",4,96114,96117,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"18",4,96114,95934,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"19",4,96114,96137,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"20",4,96114,96109,"2021/12/8",2022-02-08,40.2947238585,-120.4969965781,45.6380517562,12,1e-17,7e+17,345,1388.9185812953,0.2483946897,FALSE
"21",5,95311,95311,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"22",5,95311,95345,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"23",5,95311,95321,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"24",5,95311,95305,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"25",5,95311,95338,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"26",5,95311,95318,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"27",5,95311,95325,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"28",5,95311,95329,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"29",5,95311,95379,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"30",5,95311,95372,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"31",5,95311,95306,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"32",5,95311,95369,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"33",5,95311,95370,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"34",5,95311,95327,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"35",5,95311,95346,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"36",5,95311,95335,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"37",5,95311,93623,"2022/1/12",2022-02-08,37.7044898047,-120.0820085314,45.215368915,17,1e-17,7e+17,307,1229.4251588458,0.2497101981,FALSE
"38",6,92310,92310,"2021/11/17",2022-02-08,35.2617389934,-116.690638605,0,1,1e-17,7e+17,39,562.3354106531,0.0693536264,FALSE
"39",7,92280,92280,"2021/12/8",2022-02-08,34.1255065183,-114.7779251331,43.327978263,3,1e-17,7e+17,253,1015.5873213669,0.2491169343,FALSE
"40",7,92280,92242,"2021/12/8",2022-02-08,34.1255065183,-114.7779251331,43.327978263,3,1e-17,7e+17,253,1015.5873213669,0.2491169343,FALSE
"41",7,92280,92225,"2021/12/8",2022-02-08,34.1255065183,-114.7779251331,43.327978263,3,1e-17,7e+17,253,1015.5873213669,0.2491169343,FALSE
"42",8,92637,92637,"2021/11/24",2022-02-08,33.6101361431,-117.7316194481,0,1,1e-17,7e+17,200,838.2198289721,0.2386008933,FALSE
"43",9,92278,92278,"2021/11/17",2022-02-08,34.2299736656,-116.0550541267,22.5146899326,2,1e-17,7e+17,186,811.2052859715,0.2292884467,FALSE
"44",9,92278,92252,"2021/11/17",2022-02-08,34.2299736656,-116.0550541267,22.5146899326,2,1e-17,7e+17,186,811.2052859715,0.2292884467,FALSE
"45",10,94123,94123,"2021/12/29",2022-02-08,37.8007862983,-122.4386020047,0,1,1e-17,7e+17,183,737.3816745243,0.2481754108,FALSE
"46",11,94305,94305,"2021/12/15",2022-02-08,37.4171795478,-122.1709734197,0,1,1e-17,7e+17,155,622.6778584872,0.248924862,FALSE
"47",12,94618,94618,"2022/1/12",2022-02-08,37.8439786454,-122.2388535225,2.3564229115,2,1e-17,7e+17,139,584.4179364023,0.2378434872,FALSE
"48",12,94618,94705,"2022/1/12",2022-02-08,37.8439786454,-122.2388535225,2.3564229115,2,1e-17,7e+17,139,584.4179364023,0.2378434872,FALSE
"49",13,90069,90069,"2022/2/2",2022-02-08,34.0938284887,-118.3816971905,3.1438416474,4,1e-17,7e+17,124,531.3334812317,0.2333750919,FALSE
"50",13,90069,90046,"2022/2/2",2022-02-08,34.0938284887,-118.3816971905,3.1438416474,4,1e-17,7e+17,124,531.3334812317,0.2333750919,FALSE
"51",13,90069,90048,"2022/2/2",2022-02-08,34.0938284887,-118.3816971905,3.1438416474,4,1e-17,7e+17,124,531.3334812317,0.2333750919,FALSE
"52",13,90069,90210,"2022/2/2",2022-02-08,34.0938284887,-118.3816971905,3.1438416474,4,1e-17,7e+17,124,531.3334812317,0.2333750919,FALSE
"53",14,94970,94970,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"54",14,94970,94930,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"55",14,94970,94924,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"56",14,94970,94941,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"57",14,94970,94904,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"58",14,94970,94957,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"59",14,94970,94939,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"60",14,94970,94960,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"61",14,94970,94973,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"62",14,94970,94963,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"63",14,94970,94933,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"64",14,94970,94925,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"65",14,94970,94965,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"66",14,94970,94964,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"67",14,94970,94938,"2022/2/2",2022-02-08,37.9145138097,-122.646895152,14.5161451124,15,1e-17,7e+17,119,480.1952503855,0.2478158622,FALSE
"68",15,92314,92314,"2021/12/22",2022-02-08,34.260964724,-116.8130504452,2.9608487007,2,1e-17,7e+17,105,453.0003256182,0.2317879129,FALSE
"69",15,92314,92386,"2021/12/22",2022-02-08,34.260964724,-116.8130504452,2.9608487007,2,1e-17,7e+17,105,453.0003256182,0.2317879129,FALSE
"70",16,95634,95634,"2021/11/17",2022-02-08,38.9358061343,-120.7716842064,10.8393920711,2,1e-17,7e+17,109,441.2897514515,0.2470032437,FALSE
"71",16,95634,95633,"2021/11/17",2022-02-08,38.9358061343,-120.7716842064,10.8393920711,2,1e-17,7e+17,109,441.2897514515,0.2470032437,FALSE
"72",17,93605,93605,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"73",17,93605,93664,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"74",17,93605,93643,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"75",17,93605,93602,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"76",17,93605,93634,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"77",17,93605,93669,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"78",17,93605,93667,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"79",17,93605,93604,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"80",17,93605,93651,"2021/12/22",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,1e-17,7e+17,93,384.5501920619,0.2418409922,FALSE
"81",18,92270,92270,"2022/1/12",2022-02-08,33.765920037,-116.4273103919,0,1,1e-17,7e+17,77,345.4405769183,0.22290375,FALSE
"82",19,95910,95910,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"83",19,95910,95944,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"84",19,95910,95936,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"85",19,95910,95986,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"86",19,95910,95959,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"87",19,95910,95960,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"88",19,95910,95922,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"89",19,95910,96125,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"90",19,95910,95981,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"91",19,95910,95715,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"92",19,95910,95701,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"93",19,95910,95714,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"94",19,95910,95925,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"95",19,95910,96126,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"96",19,95910,95930,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"97",19,95910,95935,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"98",19,95910,95945,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"99",19,95910,95941,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"100",19,95910,95717,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"101",19,95910,96124,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"102",19,95910,96106,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"103",19,95910,95919,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"104",19,95910,95728,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"105",19,95910,96103,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"106",19,95910,95975,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"107",19,95910,95962,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"108",19,95910,95946,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"109",19,95910,95713,"2022/2/2",2022-02-08,39.4744123967,-120.8226399785,43.4696287372,28,1e-17,7e+17,85,344.0646573523,0.247046589,FALSE
"110",20,92363,92363,"2021/11/24",2022-02-08,34.6834733346,-114.5506279152,0,1,1e-17,7e+17,64,279.2499623337,0.2291853487,FALSE
"111",21,95249,95249,"2021/11/24",2022-02-08,38.1898379172,-120.6265760456,0,1,1e-17,7e+17,71,284.2626766912,0.2497689842,FALSE
"112",22,94568,94568,"2021/12/22",2022-02-08,37.7152403529,-121.914682053,0,1,1e-17,7e+17,0,113.1278490232,0,FALSE
"113",23,96116,96116,"2021/12/15",2022-02-08,41.2631426631,-120.4221278253,37.3439523026,6,1e-17,7e+17,58,246.5723812379,0.2352250471,FALSE
"114",23,96116,96101,"2021/12/15",2022-02-08,41.2631426631,-120.4221278253,37.3439523026,6,1e-17,7e+17,58,246.5723812379,0.2352250471,FALSE
"115",23,96116,96110,"2021/12/15",2022-02-08,41.2631426631,-120.4221278253,37.3439523026,6,1e-17,7e+17,58,246.5723812379,0.2352250471,FALSE
"116",23,96116,96119,"2021/12/15",2022-02-08,41.2631426631,-120.4221278253,37.3439523026,6,1e-17,7e+17,58,246.5723812379,0.2352250471,FALSE
"117",23,96116,96104,"2021/12/15",2022-02-08,41.2631426631,-120.4221278253,37.3439523026,6,1e-17,7e+17,58,246.5723812379,0.2352250471,FALSE
"118",23,96116,96006,"2021/12/15",2022-02-08,41.2631426631,-120.4221278253,37.3439523026,6,1e-17,7e+17,58,246.5723812379,0.2352250471,FALSE
"119",24,95640,95640,"2022/1/12",2022-02-08,38.3295692341,-120.9425932043,14.9785197902,5,1e-17,7e+17,58,239.8697745401,0.2417978677,FALSE
"120",24,95640,95226,"2022/1/12",2022-02-08,38.3295692341,-120.9425932043,14.9785197902,5,1e-17,7e+17,58,239.8697745401,0.2417978677,FALSE
"121",24,95640,95699,"2022/1/12",2022-02-08,38.3295692341,-120.9425932043,14.9785197902,5,1e-17,7e+17,58,239.8697745401,0.2417978677,FALSE
"122",24,95640,95601,"2022/1/12",2022-02-08,38.3295692341,-120.9425932043,14.9785197902,5,1e-17,7e+17,58,239.8697745401,0.2417978677,FALSE
"123",24,95640,95254,"2022/1/12",2022-02-08,38.3295692341,-120.9425932043,14.9785197902,5,1e-17,7e+17,58,239.8697745401,0.2417978677,FALSE
"124",25,93437,93437,"2021/11/17",2022-02-08,34.7373563247,-120.5434859334,0,1,1e-17,7e+17,37,192.9325401015,0.1917768769,FALSE
"125",26,94582,94582,"2022/1/26",2022-02-08,37.763595451,-121.9155136357,0,1,1e-17,7e+17,0,86.6157980868,0,FALSE
"126",27,96133,96133,"2021/12/22",2022-02-08,38.6329321108,-119.5041156752,46.4714931705,6,1e-17,7e+17,43,188.2710955001,0.2283940606,FALSE
"127",27,96133,96107,"2021/12/22",2022-02-08,38.6329321108,-119.5041156752,46.4714931705,6,1e-17,7e+17,43,188.2710955001,0.2283940606,FALSE
"128",27,96133,96120,"2021/12/22",2022-02-08,38.6329321108,-119.5041156752,46.4714931705,6,1e-17,7e+17,43,188.2710955001,0.2283940606,FALSE
"129",27,96133,93517,"2021/12/22",2022-02-08,38.6329321108,-119.5041156752,46.4714931705,6,1e-17,7e+17,43,188.2710955001,0.2283940606,FALSE
"130",27,96133,95314,"2021/12/22",2022-02-08,38.6329321108,-119.5041156752,46.4714931705,6,1e-17,7e+17,43,188.2710955001,0.2283940606,FALSE
"131",27,96133,95223,"2021/12/22",2022-02-08,38.6329321108,-119.5041156752,46.4714931705,6,1e-17,7e+17,43,188.2710955001,0.2283940606,FALSE
"132",28,90265,90265,"2022/1/26",2022-02-08,34.0694699578,-118.8457354897,0,1,1e-17,7e+17,34,170.4512757102,0.199470493,FALSE
"133",29,94611,94611,"2022/2/2",2022-02-08,37.8301082593,-122.2023088002,0,1,1e-17,7e+17,46,185.0099830345,0.2486352317,FALSE
"134",30,92210,92210,"2021/12/22",2022-02-08,33.7004737438,-116.340134486,0,1,1e-17,7e+17,40,170.7265952488,0.2342927295,FALSE
"135",31,96134,96134,"2021/12/15",2022-02-08,41.8382916905,-121.406521204,45.2842984308,3,1e-17,7e+17,32,144.1535128876,0.2219855719,FALSE
"136",31,96134,96023,"2021/12/15",2022-02-08,41.8382916905,-121.406521204,45.2842984308,3,1e-17,7e+17,32,144.1535128876,0.2219855719,FALSE
"137",31,96134,96058,"2021/12/15",2022-02-08,41.8382916905,-121.406521204,45.2842984308,3,1e-17,7e+17,32,144.1535128876,0.2219855719,FALSE
"138",32,96028,96028,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"139",32,96028,96016,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"140",32,96028,96056,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"141",32,96028,96013,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"142",32,96028,96068,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"143",32,96028,96040,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"144",32,96028,96009,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"145",32,96028,96065,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"146",32,96028,96071,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"147",32,96028,96054,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"148",32,96028,96011,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"149",32,96028,96084,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"150",32,96028,96057,"2022/1/19",2022-02-08,41.0105595704,-121.4720442369,48.231616994,13,1e-17,7e+17,37,151.4637213256,0.2442829192,FALSE
"151",33,94535,94535,"2021/12/15",2022-02-08,38.2846926856,-121.9326926538,0,1,1e-17,7e+17,35,145.9003678909,0.239889731,FALSE
"152",34,90039,90039,"2022/2/2",2022-02-08,34.1118422011,-118.260058796,0,1,1e-17,7e+17,32,140.0806824721,0.228439778,FALSE
"153",35,95228,95228,"2022/1/19",2022-02-08,37.9516634103,-120.6921615838,14.0385840848,2,1e-17,7e+17,31,136.2831715952,0.2274675562,FALSE
"154",35,95228,95222,"2022/1/19",2022-02-08,37.9516634103,-120.6921615838,14.0385840848,2,1e-17,7e+17,31,136.2831715952,0.2274675562,FALSE
"155",36,92561,92561,"2022/2/2",2022-02-08,33.6408978861,-116.6201549121,18.3995277467,4,1e-17,7e+17,33,135.7989889584,0.2430062275,FALSE
"156",36,92561,92539,"2022/2/2",2022-02-08,33.6408978861,-116.6201549121,18.3995277467,4,1e-17,7e+17,33,135.7989889584,0.2430062275,FALSE
"157",36,92561,92264,"2022/2/2",2022-02-08,33.6408978861,-116.6201549121,18.3995277467,4,1e-17,7e+17,33,135.7989889584,0.2430062275,FALSE
"158",36,92561,92549,"2022/2/2",2022-02-08,33.6408978861,-116.6201549121,18.3995277467,4,1e-17,7e+17,33,135.7989889584,0.2430062275,FALSE
"159",37,91931,91931,"2021/12/29",2022-02-08,32.8463674315,-116.5577180248,10.9165226024,4,1e-17,7e+17,32,132.6660424849,0.241207165,FALSE
"160",37,91931,91916,"2021/12/29",2022-02-08,32.8463674315,-116.5577180248,10.9165226024,4,1e-17,7e+17,32,132.6660424849,0.241207165,FALSE
"161",37,91931,91948,"2021/12/29",2022-02-08,32.8463674315,-116.5577180248,10.9165226024,4,1e-17,7e+17,32,132.6660424849,0.241207165,FALSE
"162",37,91931,91962,"2021/12/29",2022-02-08,32.8463674315,-116.5577180248,10.9165226024,4,1e-17,7e+17,32,132.6660424849,0.241207165,FALSE
"163",38,90293,90293,"2022/1/26",2022-02-08,33.946867993,-118.4405881986,0,1,1e-17,7e+17,28,120.8367961033,0.2317174975,FALSE
"164",39,95135,95135,"2022/2/2",2022-02-08,37.2897120792,-121.6947601271,0,1,1e-17,7e+17,20,104.502752444,0.191382519,FALSE
"165",40,94708,94708,"2022/1/26",2022-02-08,37.9026589881,-122.2619245471,0,1,1e-17,7e+17,22,108.1720973288,0.2033796195,FALSE
"166",41,95814,95814,"2022/1/26",2022-02-08,38.5804453542,-121.4950716646,0,1,1e-17,7e+17,25,113.0518988057,0.2211373738,FALSE
"167",42,92602,92602,"2021/12/8",2022-02-08,33.7459208115,-117.7486476417,0,1,1e-17,7e+17,0,47.2749416559,0,FALSE
"168",43,95689,95689,"2021/11/17",2022-02-08,38.478826287,-120.611978938,0,1,1e-17,7e+17,19,96.7226020349,0.1964380569,FALSE
"169",44,93271,93271,"2021/12/15",2022-02-08,36.4592009012,-118.7779302284,21.2545727302,3,1e-17,7e+17,25,105.8366281395,0.2362131186,FALSE
"170",44,93271,93262,"2021/12/15",2022-02-08,36.4592009012,-118.7779302284,21.2545727302,3,1e-17,7e+17,25,105.8366281395,0.2362131186,FALSE
"171",44,93271,93244,"2021/12/15",2022-02-08,36.4592009012,-118.7779302284,21.2545727302,3,1e-17,7e+17,25,105.8366281395,0.2362131186,FALSE
"172",45,94060,94060,"2022/2/2",2022-02-08,37.2234013326,-122.3369969659,20.3176039365,7,1e-17,7e+17,18,91.6386843485,0.196423597,FALSE
