"","CLUSTER","LOC_ID_col","LOC_ID_gis","START_DATE","END_DATE","LATITUDE","LONGITUDE","RADIUS","NUMBER_LOC","P_VALUE","RECURR_INT","OBSERVED","EXPECTED","ODE","GINI_CLUST"
"12",3,95915,96137,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"13",3,95915,95916,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"14",3,95915,95947,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"15",3,95915,95981,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"16",3,95915,96020,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"17",3,95915,95983,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"18",3,95915,96061,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"19",3,95915,95930,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"20",3,95915,95969,"2022/2/9",2022-02-15,39.9754509164,-121.2087184055,47.2223098313,18,1e-17,7e+17,21,237.5380812346,0.0884068773,FALSE
"21",4,92278,92278,"2022/1/12",2022-02-15,34.2299736656,-116.0550541267,0,1,1e-17,7e+17,0,111.3331688492,0,FALSE
"22",5,94618,94618,"2022/2/2",2022-02-15,37.8439786454,-122.2388535225,0,1,1e-17,7e+17,15,157.1140964406,0.095472019,FALSE
"23",6,92637,92637,"2022/2/2",2022-02-15,33.6101361431,-117.7316194481,0,1,1e-17,7e+17,13,146.1947942361,0.0889224549,FALSE
"24",7,94582,94582,"2022/1/26",2022-02-15,37.763595451,-121.9155136357,0,1,1e-17,7e+17,0,83.087134039,0,FALSE
"25",8,96121,96121,"2022/1/19",2022-02-15,40.1688631687,-120.373153581,20.946175829,4,1e-17,7e+17,11,113.56438573,0.0968613525,FALSE
"26",8,96121,96114,"2022/1/19",2022-02-15,40.1688631687,-120.373153581,20.946175829,4,1e-17,7e+17,11,113.56438573,0.0968613525,FALSE
"27",8,96121,96113,"2022/1/19",2022-02-15,40.1688631687,-120.373153581,20.946175829,4,1e-17,7e+17,11,113.56438573,0.0968613525,FALSE
"28",8,96121,96128,"2022/1/19",2022-02-15,40.1688631687,-120.373153581,20.946175829,4,1e-17,7e+17,11,113.56438573,0.0968613525,FALSE
"29",9,95633,95633,"2022/1/12",2022-02-15,38.8478353185,-120.8258232078,0,1,1e-17,7e+17,9,95.3503703764,0.0943887262,FALSE
"30",10,92314,92314,"2022/2/9",2022-02-15,34.260964724,-116.8130504452,2.9608487007,2,6e-15,1167599903392351,6,62.0779178291,0.0966527263,FALSE
"31",10,92314,92386,"2022/2/9",2022-02-15,34.260964724,-116.8130504452,2.9608487007,2,6e-15,1167599903392351,6,62.0779178291,0.0966527263,FALSE
"32",11,94939,94939,"2022/2/2",2022-02-15,37.9371670172,-122.5340713427,0,1,9.88e-15,708431402058280,6,61.4449807955,0.0976483339,FALSE
"33",12,95379,95379,"2022/1/26",2022-02-15,37.9469203522,-120.1939807609,0,1,2.986e-14,234388084695862,4,54.6830275955,0.0731488393,FALSE
"34",13,93437,93437,"2022/1/26",2022-02-15,34.7373563247,-120.5434859334,14.2380140318,2,5.32507e-12,1314535793161,4,48.2352661603,0.0829268773,FALSE
"35",13,93437,93429,"2022/1/26",2022-02-15,34.7373563247,-120.5434859334,14.2380140318,2,5.32507e-12,1314535793161,4,48.2352661603,0.0829268773,FALSE
"36",14,96013,96013,"2022/2/2",2022-02-15,41.0014951928,-121.6863786478,16.9601536684,2,7.86016e-12,890567456470,4,47.7480412496,0.08377307,FALSE
"37",14,96013,96016,"2022/2/2",2022-02-15,41.0014951928,-121.6863786478,16.9601536684,2,7.86016e-12,890567456470,4,47.7480412496,0.08377307,FALSE
"38",15,95935,95935,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"39",15,95935,95962,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"40",15,95935,95919,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"41",15,95935,95925,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"42",15,95935,95960,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"43",15,95935,95918,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"44",15,95935,95914,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"45",15,95935,95922,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"46",15,95935,95941,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"47",15,95935,95975,"2022/2/9",2022-02-15,39.3775518683,-121.1911915521,17.354589691,10,1.7469348e-10,40070184209,4,43.8502419639,0.0912195651,FALSE
"48",16,96133,96133,"2022/1/26",2022-02-15,38.6329321108,-119.5041156752,43.6002406682,4,1.9639501e-10,35642453193,3,40.9815345457,0.073203701,FALSE
"49",16,96133,96107,"2022/1/26",2022-02-15,38.6329321108,-119.5041156752,43.6002406682,4,1.9639501e-10,35642453193,3,40.9815345457,0.073203701,FALSE
"50",16,96133,96120,"2022/1/26",2022-02-15,38.6329321108,-119.5041156752,43.6002406682,4,1.9639501e-10,35642453193,3,40.9815345457,0.073203701,FALSE
"51",16,96133,93517,"2022/1/26",2022-02-15,38.6329321108,-119.5041156752,43.6002406682,4,1.9639501e-10,35642453193,3,40.9815345457,0.073203701,FALSE
"52",17,92242,92242,"2022/1/12",2022-02-15,34.1651586438,-114.3196712311,0,1,1.14558989e-08,611038912,1,29.87098518,0.0334773023,FALSE
"53",18,95346,95346,"2022/1/12",2022-02-15,38.0674824093,-120.1793513478,0,1,3.688475281e-08,189780315,1,28.4821665093,0.0351096887,FALSE
"54",19,93921,93921,"2022/2/9",2022-02-15,36.5534608319,-121.9241046947,3.9795877623,2,8.264933304e-08,84695178,3,33.4409321893,0.0897104179,FALSE
"55",19,93921,93953,"2022/2/9",2022-02-15,36.5534608319,-121.9241046947,3.9795877623,2,8.264933304e-08,84695178,3,33.4409321893,0.0897104179,FALSE
"56",20,96103,96103,"2022/1/12",2022-02-15,39.8011770129,-120.6608409138,0,1,2.8055713364e-07,24950355,3,31.8972943881,0.0940518642,FALSE
"57",21,96009,96009,"2022/1/26",2022-02-15,41.0634713987,-121.0410444767,20.7610854891,4,7.8019626704e-07,8972101,3,30.5995457941,0.0980406709,FALSE
"58",21,96009,96068,"2022/1/26",2022-02-15,41.0634713987,-121.0410444767,20.7610854891,4,7.8019626704e-07,8972101,3,30.5995457941,0.0980406709,FALSE
"59",21,96009,96006,"2022/1/26",2022-02-15,41.0634713987,-121.0410444767,20.7610854891,4,7.8019626704e-07,8972101,3,30.5995457941,0.0980406709,FALSE
"60",21,96009,96056,"2022/1/26",2022-02-15,41.0634713987,-121.0410444767,20.7610854891,4,7.8019626704e-07,8972101,3,30.5995457941,0.0980406709,FALSE
"61",22,95456,95456,"2022/2/2",2022-02-15,39.2611433387,-123.7513370412,5.4671301279,2,8.6245280884e-07,8116386,3,30.4720476867,0.0984508829,FALSE
"62",22,95456,95460,"2022/2/2",2022-02-15,39.2611433387,-123.7513370412,5.4671301279,2,8.6245280884e-07,8116386,3,30.4720476867,0.0984508829,FALSE
"63",23,96023,96023,"2022/1/12",2022-02-15,41.9268537013,-121.9070370442,0,1,1.67721397815e-06,4173588,2,26.9567427234,0.0741929402,FALSE
"64",24,95619,95619,"2022/2/9",2022-02-15,38.6831099708,-120.8155774282,0,1,3.52015540872e-06,1988549,2,26.036934948,0.0768139569,FALSE
"65",25,93271,93271,"2022/2/2",2022-02-15,36.4592009012,-118.7779302284,21.2545727302,3,5.96367196781e-06,1173773,2,25.3812303953,0.0787983864,FALSE
"66",25,93271,93262,"2022/2/2",2022-02-15,36.4592009012,-118.7779302284,21.2545727302,3,5.96367196781e-06,1173773,2,25.3812303953,0.0787983864,FALSE
"67",25,93271,93244,"2022/2/2",2022-02-15,36.4592009012,-118.7779302284,21.2545727302,3,5.96367196781e-06,1173773,2,25.3812303953,0.0787983864,FALSE
"68",26,95412,95412,"2022/1/26",2022-02-15,38.7134336387,-123.3498102603,8.922569203,2,2.066899273623e-05,338672,1,20.9142431298,0.047814305,FALSE
"69",26,95412,95497,"2022/1/26",2022-02-15,38.7134336387,-123.3498102603,8.922569203,2,2.066899273623e-05,338672,1,20.9142431298,0.047814305,FALSE
"70",27,95369,95369,"2022/1/12",2022-02-15,37.5334574746,-120.4317258849,0,1,3.118198779228e-05,224489,2,23.3139396527,0.0857855871,FALSE
"71",28,96104,96104,"2022/1/12",2022-02-15,41.5161460616,-120.1291535497,0,1,8.763102532305e-05,79880,1,19.1702511597,0.0521641575,FALSE
"72",29,95982,95982,"2022/2/9",2022-02-15,39.183132725,-121.8046701276,0,1,0.00012173233447721,57503,0,14.8398690094,0,FALSE
"73",30,90401,90401,"2022/1/26",2022-02-15,34.0141913753,-118.4941198844,0,1,0.00028176634965627,24843,0,13.8771281978,0,FALSE
"74",31,93432,93432,"2022/1/26",2022-02-15,35.4719265985,-120.4710527247,0,1,0.00028250630943516,24778,2,20.5317488074,0.0974101144,FALSE
"75",32,94304,94304,"2022/2/9",2022-02-15,37.3817765643,-122.1739566546,0,1,0.0003358719043578,20841,1,17.5400967856,0.0570122282,FALSE
"76",33,95938,95938,"2022/2/9",2022-02-15,39.6030415458,-121.7986866881,0,1,0.00035397641770696,19775,2,20.2448780656,0.0987904197,FALSE
"77",34,92285,92285,"2022/2/9",2022-02-15,34.3401875331,-116.5404816421,13.3032319561,2,0.00053717811636211,13031,0,13.1368585738,0,FALSE
"78",34,92285,92268,"2022/2/9",2022-02-15,34.3401875331,-116.5404816421,13.3032319561,2,0.00053717811636211,13031,0,13.1368585738,0,FALSE
"79",35,92661,92661,"2022/2/9",2022-02-15,33.6001931283,-117.90234323,0,1,0.00153225333845652,4568,1,15.6868207233,0.0637477802,FALSE
"80",36,95943,95943,"2022/1/26",2022-02-15,39.5857022055,-122.0366972704,0,1,0.00158066076813734,4429,0,11.8983055298,0,FALSE
"81",37,93254,93254,"2022/2/2",2022-02-15,34.9486555559,-119.7710655956,33.122636579,2,0.00170643609659238,4102,1,15.554769112,0.0642889645,FALSE
"82",37,93254,93441,"2022/2/2",2022-02-15,34.9486555559,-119.7710655956,33.122636579,2,0.00170643609659238,4102,1,15.554769112,0.0642889645,FALSE
"83",38,92283,92283,"2022/2/2",2022-02-15,32.937613306,-114.7472183704,0,1,0.00203899028122578,3433,1,15.3362009278,0.0652051968,FALSE
"84",39,96105,96105,"2022/1/19",2022-02-15,39.8332196913,-120.1782413093,15.9635503687,3,0.00215007401489375,3256,0,11.545083732,0,FALSE
"85",39,96105,96135,"2022/1/19",2022-02-15,39.8332196913,-120.1782413093,15.9635503687,3,0.00215007401489375,3256,0,11.545083732,0,FALSE
"86",39,96105,96129,"2022/1/19",2022-02-15,39.8332196913,-120.1782413093,15.9635503687,3,0.00215007401489375,3256,0,11.545083732,0,FALSE
"87",40,95663,95663,"2022/2/9",2022-02-15,38.8558112306,-121.1823150424,0,1,0.00254400244863495,2752,0,11.3518850692,0,FALSE
"88",41,93518,93518,"2022/2/9",2022-02-15,35.3700706508,-118.4612299821,20.7214043594,3,0.00405642905487635,1726,1,14.4892492138,0.0690166885,FALSE
"89",41,93518,93205,"2022/2/9",2022-02-15,35.3700706508,-118.4612299821,20.7214043594,3,0.00405642905487635,1726,1,14.4892492138,0.0690166885,FALSE
"90",41,93518,93531,"2022/2/9",2022-02-15,35.3700706508,-118.4612299821,20.7214043594,3,0.00405642905487635,1726,1,14.4892492138,0.0690166885,FALSE
"91",42,95550,95550,"2022/2/9",2022-02-15,40.7733064625,-123.8184564298,16.8631764855,3,0.00485330819676311,1442,0,10.6096639435,0,FALSE
"92",42,95550,95549,"2022/2/9",2022-02-15,40.7733064625,-123.8184564298,16.8631764855,3,0.00485330819676311,1442,0,10.6096639435,0,FALSE
"93",42,95550,95525,"2022/2/9",2022-02-15,40.7733064625,-123.8184564298,16.8631764855,3,0.00485330819676311,1442,0,10.6096639435,0,FALSE
"94",43,93426,93426,"2022/2/9",2022-02-15,35.8464153343,-120.9413320296,19.4607050724,2,0.00598640899133507,1169,0,10.3683282401,0,FALSE
"95",43,93426,93932,"2022/2/9",2022-02-15,35.8464153343,-120.9413320296,19.4607050724,2,0.00598640899133507,1169,0,10.3683282401,0,FALSE
"96",44,96034,96034,"2022/1/26",2022-02-15,41.4318373708,-122.6154255836,20.4989155138,3,0.00701821025130522,997,1,13.8107771419,0.0724072215,FALSE
"97",44,96034,96014,"2022/1/26",2022-02-15,41.4318373708,-122.6154255836,20.4989155138,3,0.00701821025130522,997,1,13.8107771419,0.0724072215,FALSE
"98",44,96034,96038,"2022/1/26",2022-02-15,41.4318373708,-122.6154255836,20.4989155138,3,0.00701821025130522,997,1,13.8107771419,0.0724072215,FALSE
"99",45,96096,96096,"2022/2/2",2022-02-15,40.645268844,-121.8393960036,15.0847463061,2,0.00774873903365458,903,1,13.6878325383,0.0730575858,FALSE
"100",45,96096,96069,"2022/2/2",2022-02-15,40.645268844,-121.8393960036,15.0847463061,2,0.00774873903365458,903,1,13.6878325383,0.0730575858,FALSE
"101",46,92561,92561,"2022/2/2",2022-02-15,33.6408978861,-116.6201549121,0,1,0.013,538,1,13.3144452235,0.0751063963,FALSE
"102",47,96086,96086,"2022/1/26",2022-02-15,41.8745472071,-123.2203359532,27.7290836341,4,0.021,333,0,9.0022770885,0,FALSE
"103",47,96086,96049,"2022/1/26",2022-02-15,41.8745472071,-123.2203359532,27.7290836341,4,0.021,333,0,9.0022770885,0,FALSE
"104",47,96086,96085,"2022/1/26",2022-02-15,41.8745472071,-123.2203359532,27.7290836341,4,0.021,333,0,9.0022770885,0,FALSE
"105",47,96086,96050,"2022/1/26",2022-02-15,41.8745472071,-123.2203359532,27.7290836341,4,0.021,333,0,9.0022770885,0,FALSE
"106",48,95306,95306,"2022/1/26",2022-02-15,37.3840806304,-120.1290932563,0,1,0.022,318,0,8.933974531,0,FALSE
"107",49,93604,93604,"2022/1/12",2022-02-15,37.3917146342,-119.478628767,0,1,0.025,280,1,12.3172278829,0.081187099,FALSE
"108",50,96051,96051,"2022/2/9",2022-02-15,40.9325940844,-122.4031062791,23.3952970581,2,0.034,206,0,8.4148750934,0,FALSE
"109",50,96051,96033,"2022/2/9",2022-02-15,40.9325940844,-122.4031062791,23.3952970581,2,0.034,206,0,8.4148750934,0,FALSE
"110",51,95714,95714,"2022/1/12",2022-02-15,39.2012290246,-120.8393574256,0,1,0.034,206,1,11.8846450183,0.084142185,FALSE
"111",52,96024,96024,"2022/1/26",2022-02-15,40.5754083676,-122.8904646451,0,1,0.045,156,1,11.5567927419,0.0865291974,FALSE
"112",53,93252,93252,"2022/2/9",2022-02-15,34.72502824,-119.2149062433,0,1,0.057,123,1,11.32911755,0.0882681282,FALSE
"113",54,95255,95255,"2022/2/9",2022-02-15,38.419661614,-120.4759146443,5.1341878328,2,0.064,109,0,7.7227425099,0,FALSE
"114",54,95255,95257,"2022/2/9",2022-02-15,38.419661614,-120.4759146443,5.1341878328,2,0.064,109,0,7.7227425099,0,FALSE
"115",55,95659,95659,"2022/2/9",2022-02-15,38.8399436515,-121.5713432133,6.937554779,2,0.089,79,0,7.2673921261,0,FALSE
"116",55,95659,95668,"2022/2/9",2022-02-15,38.8399436515,-121.5713432133,6.937554779,2,0.089,79,0,7.2673921261,0,FALSE
"117",56,93201,93201,"2022/2/9",2022-02-15,35.8588151866,-119.4875837918,0,1,0.095,74,0,7.1945360647,0,FALSE
"118",57,96052,96052,"2022/2/9",2022-02-15,40.728190571,-122.8153996225,0,1,0.097,72,0,7.1672150417,0,FALSE
"119",58,96146,96146,"2022/2/2",2022-02-15,39.1984378935,-120.2389697648,0,1,0.111,63,1,10.42752379,0.0959000449,FALSE
"120",59,95552,95552,"2022/1/26",2022-02-15,40.1983984728,-123.2311237711,0,1,0.126,56,1,10.2453836364,0.0976049346,FALSE
"121",60,92327,92327,"2022/1/26",2022-02-15,34.8629575477,-116.8620169061,0,1,0.141,50,1,10.0677969867,0.0993265956,FALSE
"122",61,94970,94970,"2022/2/2",2022-02-15,37.9145138097,-122.646895152,0,1,0.179,39,0,6.3566913584,0,FALSE
"123",62,93452,93452,"2022/2/2",2022-02-15,35.7095138937,-121.2078238671,0,1,0.246,28,0,5.9924110514,0,FALSE
"124",63,92257,92257,"2022/2/9",2022-02-15,33.2642945014,-115.3233710629,0,1,0.267,26,0,5.833038417,0,FALSE
"125",64,95606,95606,"2022/2/2",2022-02-15,38.7561944687,-122.1954458325,7.0875636229,2,0.271,26,0,5.8102708978,0,FALSE
"126",64,95606,95607,"2022/2/2",2022-02-15,38.7561944687,-122.1954458325,7.0875636229,2,0.271,26,0,5.8102708978,0,FALSE
"127",65,95979,95979,"2022/1/26",2022-02-15,39.3015159954,-122.5158509669,0,1,0.31,23,0,5.6554517673,0,FALSE
"128",66,95970,95970,"2022/2/2",2022-02-15,39.4005674593,-122.060299959,0,1,0.32,22,0,5.6099167289,0,FALSE
"129",67,92239,92239,"2022/1/12",2022-02-15,33.7647630229,-115.4702566437,0,1,0.432,16,0,5.1682268566,0,FALSE
"130",68,95675,95675,"2022/2/2",2022-02-15,38.5447000205,-120.7404999354,0,1,0.439,16,0,5.1545663451,0,FALSE
"131",69,96087,96087,"2022/2/2",2022-02-15,40.6239364399,-122.6159785284,0,1,0.501,14,0,4.9542121762,0,FALSE
"132",70,92339,92339,"2022/2/9",2022-02-15,34.0936599721,-116.9362253315,0,1,0.523,13,0,4.904123634,0,FALSE
"133",71,95635,95635,"2022/2/9",2022-02-15,38.9049620252,-120.9086268587,0,1,0.54,13,0,4.817607061,0,FALSE
"134",72,95254,95254,"2022/2/9",2022-02-15,38.1951371915,-120.9550904062,0,1,0.57,12,0,4.7128764728,0,FALSE
"135",73,95986,95986,"2022/2/9",2022-02-15,39.3425451357,-120.7708687057,12.8043703014,3,0.719,10,0,4.1664560121,0,FALSE
"136",73,95986,95715,"2022/2/9",2022-02-15,39.3425451357,-120.7708687057,12.8043703014,3,0.719,10,0,4.1664560121,0,FALSE
"137",73,95986,95701,"2022/2/9",2022-02-15,39.3425451357,-120.7708687057,12.8043703014,3,0.719,10,0,4.1664560121,0,FALSE
"138",74,95957,95957,"2022/2/9",2022-02-15,39.0621997851,-121.8282731553,0,1,0.759,9,0,4.002529874,0,FALSE
"139",75,95556,95556,"2022/2/9",2022-02-15,41.3007875914,-123.5846219359,19.7322117258,2,0.77,9,0,3.9706553471,0,FALSE
"140",75,95556,95568,"2022/2/9",2022-02-15,41.3007875914,-123.5846219359,19.7322117258,2,0.77,9,0,3.9706553471,0,FALSE
"141",76,92070,92070,"2022/2/9",2022-02-15,33.1594299345,-116.7266365853,0,1,0.9,8,0,3.579054017,0,FALSE
"142",77,95565,95565,"2022/2/9",2022-02-15,40.4577778022,-124.0109632359,0,1,0.927,8,0,3.4697699249,0,FALSE
"143",78,94021,94021,"2022/1/12",2022-02-15,37.2708394775,-122.280738215,0,1,0.957,7,0,3.324057802,0,FALSE
"144",79,96048,96048,"2022/2/9",2022-02-15,40.8210653661,-123.0521501364,0,1,0.957,7,0,3.324057802,0,FALSE
"145",80,95439,95439,"2022/2/9",2022-02-15,38.4931790578,-122.7775459217,0,1,0.958,7,0,3.3149507944,0,FALSE
"146",81,95543,95543,"2022/2/9",2022-02-15,41.8713401545,-123.8622524008,0,1,0.967,7,0,3.2102202061,0,FALSE
"147",82,93524,93524,"2022/1/19",2022-02-15,34.9319873534,-117.9071267257,0,1,0.988,7,0,3.0053125334,0,FALSE
"148",83,94946,94946,"2022/2/9",2022-02-15,38.0789210093,-122.6943343998,0,1,0.99,7,0,2.9962055257,0,FALSE
"149",84,94973,94973,"2022/1/12",2022-02-15,38.0126969598,-122.6395983225,0,1,0.999,7,0,2.3964440201,0,FALSE
"150",1,92055,92055,"2022/1/5",2022-02-08,33.3877393478,-117.4447961712,0,1,1e-17,7e+17,3,279.2357216679,0.0107436111,FALSE
"151",2,92310,92310,"2022/1/5",2022-02-08,35.2617389934,-116.690638605,0,1,1e-17,7e+17,11,234.3064211055,0.0469470702,FALSE
"152",3,96121,96121,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"153",3,96121,96114,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"154",3,96121,96113,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"155",3,96121,96128,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"156",3,96121,96136,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"157",3,96121,96109,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"158",3,96121,95983,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"159",3,96121,95947,"2022/1/12",2022-02-08,40.1688631687,-120.373153581,37.923642642,8,1e-17,7e+17,16,172.4829440293,0.0927627951,FALSE
"160",4,92278,92278,"2022/1/5",2022-02-08,34.2299736656,-116.0550541267,0,1,1e-17,7e+17,0,116.0614261756,0,FALSE
"161",5,94582,94582,"2022/1/26",2022-02-08,37.763595451,-121.9155136357,0,1,1e-17,7e+17,0,86.6157980868,0,FALSE
"162",6,95633,95633,"2022/1/12",2022-02-08,38.8478353185,-120.8258232078,0,1,1e-17,7e+17,5,79.5198777625,0.0628773602,FALSE
"163",7,95379,95379,"2022/1/26",2022-02-08,37.9469203522,-120.1939807609,13.4585685584,3,1e-17,7e+17,5,69.3995112756,0.0720466169,FALSE
"164",7,95379,95372,"2022/1/26",2022-02-08,37.9469203522,-120.1939807609,13.4585685584,3,1e-17,7e+17,5,69.3995112756,0.0720466169,FALSE
"165",7,95379,95346,"2022/1/26",2022-02-08,37.9469203522,-120.1939807609,13.4585685584,3,1e-17,7e+17,5,69.3995112756,0.0720466169,FALSE
"166",8,93605,93605,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"167",8,93605,93664,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"168",8,93605,93643,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"169",8,93605,93602,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"170",8,93605,93634,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"171",8,93605,93669,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"172",8,93605,93667,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"173",8,93605,93604,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"174",8,93605,93651,"2022/2/2",2022-02-08,37.2031577289,-119.2492428815,33.8205209497,9,2.043e-14,342665189039060,5,54.290164874,0.0920977126,FALSE
"175",9,96065,96065,"2022/2/2",2022-02-08,40.8881941195,-121.8808430057,30.1565068049,8,3.885e-12,1801800210990,1,36.4798388613,0.0274124018,FALSE
"176",9,96065,96084,"2022/2/2",2022-02-08,40.8881941195,-121.8808430057,30.1565068049,8,3.885e-12,1801800210990,1,36.4798388613,0.0274124018,FALSE
"177",9,96065,96011,"2022/2/2",2022-02-08,40.8881941195,-121.8808430057,30.1565068049,8,3.885e-12,1801800210990,1,36.4798388613,0.0274124018,FALSE
"178",9,96065,96013,"2022/2/2",2022-02-08,40.8881941195,-121.8808430057,30.1565068049,8,3.885e-12,1801800210990,1,36.4798388613,0.0274124018,FALSE
