"","GEOID","RPL_theme1","RPL_theme2","RPL_theme3","RPL_theme4","RPL_themes","year","state"
"470","92310",0.6321,0.3178,0.549,0.3189,0.4752,2020,"CA"
"471","92311",0.7791,0.9441,0.7163,0.9095,0.9048,2020,"CA"
"472","92313",0.5156,0.3939,0.654,0.677,0.5934,2020,"CA"
"473","92314",0.7203,0.8368,0.2878,0.2907,0.613,2020,"CA"
"474","92315",0.613,0.8033,0.3679,0.6205,0.6759,2020,"CA"
"475","92316",0.7463,0.6338,0.8725,0.6061,0.7532,2020,"CA"
"476","92320",0.4377,0.5588,0.4221,0.4792,0.4937,2020,"CA"
"477","92321",0.9216,0.1534,0.4325,0.1205,0.4596,2020,"CA"
"478","92322",0.1344,0.1355,0.0773,0.0398,0.0484,2020,"CA"
"479","92324",0.7987,0.9135,0.8593,0.7624,0.8749,2020,"CA"
"480","92325",0.5277,0.263,0.2659,0.3674,0.3864,2020,"CA"
"481","92327",0.9879,0.8576,0.3529,0.4198,0.8126,2020,"CA"
"482","92328",0.3316,0.0231,0.4095,0.5542,0.1909,2020,"CA"
"483","92332",0,0,0,0.0582,0.0017,2020,"CA"
"484","92333",0.5087,0.5911,0,0.034,0.2047,2020,"CA"
"485","92335",0.9423,0.7226,0.9135,0.8131,0.91,2020,"CA"
"486","92336",0.44,0.7047,0.8385,0.2757,0.5,2020,"CA"
"487","92337",0.6448,0.5525,0.9072,0.3587,0.6159,2020,"CA"
"488","92339",0.6373,0.8293,0.2434,0.0404,0.3737,2020,"CA"
"489","92341",0.4216,0.1459,0.2445,0,0.0773,2020,"CA"
"490","92342",0.1915,0.44,0.5156,0.2687,0.2566,2020,"CA"
"491","92344",0.4337,0.5092,0.6834,0.158,0.361,2020,"CA"
"492","92345",0.8968,0.8737,0.692,0.5167,0.8166,2020,"CA"
"493","92346",0.7434,0.7503,0.7532,0.9152,0.8431,2020,"CA"
"494","92347",0.6119,0.6465,0.2595,0.3143,0.5104,2020,"CA"
"495","92352",0.4833,0.5346,0.1938,0.0577,0.2514,2020,"CA"
"496","92354",0.6413,0.6448,0.6949,0.9435,0.7803,2020,"CA"
"497","92356",0.9095,0.974,0.44,0.7255,0.8997,2020,"CA"
"498","92358",0.6084,0.1828,0.233,0.4798,0.4498,2020,"CA"
"499","92359",0.5577,0.6107,0.6027,0.8356,0.699,2020,"CA"
"500","92363",0.8668,0.8501,0.4273,0.5802,0.782,2020,"CA"
"501","92364",0.3743,0,0,0.1067,0.0329,2020,"CA"
"502","92365",0.6396,0.6897,0.4106,0.4343,0.6044,2020,"CA"
"503","92368",0.9637,0.9752,0.7249,0.5156,0.9112,2020,"CA"
"504","92371",0.8483,0.6021,0.5288,0.4654,0.7111,2020,"CA"
"505","92372",0.6263,0.8581,0.3887,0.2042,0.545,2020,"CA"
"506","92373",0.3985,0.5087,0.4095,0.673,0.5306,2020,"CA"
"507","92374",0.5686,0.6459,0.6482,0.8149,0.7134,2020,"CA"
"508","92376",0.9406,0.786,0.9337,0.876,0.9423,2020,"CA"
"509","92377",0.5571,0.6546,0.8276,0.222,0.5231,2020,"CA"
"510","92378",0.2982,0.0288,0.4942,0,0.0346,2020,"CA"
"511","92382",0.4446,0.8195,0.3662,0.1499,0.391,2020,"CA"
"512","92384",0,0.0254,0,0.2295,0.0208,2020,"CA"
"513","92385",0.511,0.1557,0.0456,0.1724,0.2284,2020,"CA"
"514","92386",0.7474,0.4833,0.2607,0.0386,0.3489,2020,"CA"
"515","92389",0.1672,0.2059,0.4048,0.2388,0.1626,2020,"CA"
"516","92391",0.6943,0.9383,0.6119,0.5507,0.7578,2020,"CA"
"517","92392",0.8368,0.8945,0.7889,0.53,0.8114,2020,"CA"
"518","92394",0.8466,0.8091,0.8414,0.6788,0.8408,2020,"CA"
"519","92395",0.8899,0.9642,0.729,0.7987,0.9325,2020,"CA"
"520","92397",0.38,0.4971,0.2163,0.0479,0.1874,2020,"CA"
"521","92398",0.3875,0.1067,0.3749,0.1609,0.1799,2020,"CA"
"522","92399",0.4792,0.6125,0.4504,0.7261,0.6153,2020,"CA"
"523","92401",0.9631,0.9931,0.9048,0.9977,1,2020,"CA"
"524","92404",0.9198,0.9279,0.8362,0.9245,0.9648,2020,"CA"
"525","92405",0.9723,0.955,0.8281,0.7509,0.9642,2020,"CA"
"526","92407",0.8651,0.7364,0.8351,0.8322,0.8702,2020,"CA"
"527","92408",0.8922,0.7249,0.8645,0.9965,0.9608,2020,"CA"
"528","92410",0.9729,0.9677,0.9221,0.9988,0.9994,2020,"CA"
"529","92411",0.9671,0.9746,0.9556,0.8016,0.9821,2020,"CA"
"530","92501",0.7232,0.6234,0.7549,0.8668,0.7941,2020,"CA"
"531","92503",0.7065,0.7687,0.7647,0.7584,0.7837,2020,"CA"
"532","92504",0.7336,0.7451,0.714,0.9319,0.8374,2020,"CA"
"533","92505",0.7636,0.7261,0.7999,0.8899,0.8385,2020,"CA"
"534","92506",0.3945,0.703,0.5265,0.3875,0.4746,2020,"CA"
"535","92507",0.9054,0.2676,0.7809,0.9839,0.8604,2020,"CA"
"536","92508",0.2468,0.3529,0.6326,0.2382,0.2641,2020,"CA"
"537","92509",0.8379,0.7901,0.8304,0.737,0.846,2020,"CA"
"538","92518",0.3333,0.9885,0.5894,0.8108,0.7203,2020,"CA"
"539","92530",0.7953,0.7243,0.7232,0.5796,0.7612,2020,"CA"
"540","92532",0.6217,0.4988,0.62,0.2226,0.4902,2020,"CA"
"541","92536",0.6344,0.7053,0.2313,0.5012,0.605,2020,"CA"
"542","92539",0.6211,0.6626,0.3645,0.4619,0.5923,2020,"CA"
"543","92543",0.9135,0.9925,0.6984,0.974,0.9908,2020,"CA"
"544","92544",0.8754,0.9118,0.5975,0.7491,0.8754,2020,"CA"
"545","92545",0.8074,0.9314,0.6119,0.7612,0.8593,2020,"CA"
"546","92548",0.8397,0.8916,0.7042,0.5133,0.7993,2020,"CA"
"547","92549",0.658,0.5063,0.3126,0.3985,0.549,2020,"CA"
"548","92551",0.8149,0.7837,0.9273,0.4354,0.7589,2020,"CA"
"549","92553",0.9677,0.8512,0.9083,0.7105,0.936,2020,"CA"
"550","92555",0.5744,0.5081,0.8212,0.3126,0.5392,2020,"CA"
"551","92557",0.7001,0.6153,0.8126,0.4666,0.6817,2020,"CA"
"552","92561",0.4988,0.5744,0.1886,0.6765,0.5704,2020,"CA"
"553","92562",0.425,0.4839,0.5098,0.4567,0.4666,2020,"CA"
"554","92563",0.3379,0.5848,0.6027,0.5173,0.4815,2020,"CA"
"555","92567",0.5392,0.7636,0.7249,0.3183,0.5663,2020,"CA"
"556","92570",0.902,0.8835,0.846,0.8114,0.9187,2020,"CA"
"557","92571",0.8414,0.7578,0.9418,0.59,0.8131,2020,"CA"
"558","92582",0.7503,0.8558,0.7163,0.4729,0.7439,2020,"CA"
"559","92583",0.9268,0.9556,0.7284,0.9129,0.966,2020,"CA"
"560","92584",0.3962,0.4781,0.5773,0.2324,0.3593,2020,"CA"
"561","92585",0.5479,0.8333,0.7163,0.425,0.6367,2020,"CA"
"562","92586",0.6442,0.6084,0.4048,0.6286,0.6569,2020,"CA"
"563","92587",0.391,0.4752,0.3927,0.1874,0.3057,2020,"CA"
"564","92590",0.7388,0.6442,0.5248,0.5761,0.7093,2020,"CA"
"565","92591",0.5236,0.4216,0.5115,0.3916,0.4758,2020,"CA"
"566","92592",0.2739,0.3887,0.5006,0.2434,0.2687,2020,"CA"
"567","92595",0.6817,0.605,0.5744,0.5767,0.6776,2020,"CA"
"568","92596",0.41,0.5888,0.583,0.2422,0.3962,2020,"CA"
"569","92602",0.2336,0.4504,0.6984,0.2486,0.2947,2020,"CA"
"570","92603",0.1142,0.1747,0.5773,0.248,0.1517,2020,"CA"
"571","92604",0.3391,0.5208,0.5617,0.4418,0.4256,2020,"CA"
"572","92606",0.248,0.2393,0.692,0.5087,0.3547,2020,"CA"
"573","92610",0.1165,0.1309,0.5479,0.1228,0.0952,2020,"CA"
"574","92612",0.5825,0.0704,0.6078,0.8795,0.5623,2020,"CA"
"575","92614",0.2111,0.2405,0.5934,0.4164,0.286,2020,"CA"
"576","92617",0.6938,0.0236,0.6967,0.8933,0.5409,2020,"CA"
"577","92618",0.3235,0.2653,0.6678,0.823,0.5115,2020,"CA"
"578","92620",0.2082,0.3899,0.7105,0.38,0.3258,2020,"CA"
"579","92624",0.2457,0.0992,0.3679,0.5698,0.2682,2020,"CA"
"580","92625",0.0531,0.3304,0.1788,0.1517,0.0923,2020,"CA"
"581","92626",0.4441,0.1811,0.5173,0.6967,0.489,2020,"CA"
"582","92627",0.7047,0.3339,0.5565,0.8997,0.7249,2020,"CA"
"583","92629",0.2255,0.2249,0.2272,0.2307,0.173,2020,"CA"
"584","92630",0.4233,0.3103,0.5006,0.658,0.4994,2020,"CA"
"585","92637",0.3899,0.5836,0.2809,0.4285,0.4245,2020,"CA"
"586","92646",0.237,0.2503,0.3449,0.406,0.2647,2020,"CA"
"587","92647",0.5525,0.4072,0.5173,0.5755,0.5675,2020,"CA"
"588","92648",0.2514,0.2191,0.3501,0.624,0.3449,2020,"CA"
"589","92649",0.2215,0.3068,0.3731,0.4412,0.2866,2020,"CA"
"590","92651",0.1897,0.3604,0.1251,0.3454,0.2197,2020,"CA"
"591","92653",0.3172,0.312,0.4521,0.5825,0.4025,2020,"CA"
"592","92655",0.8864,0.9937,0.8697,0.9919,0.9971,2020,"CA"
"593","92656",0.1396,0.1499,0.4291,0.6119,0.267,2020,"CA"
"594","92657",0.0392,0.1886,0.3131,0.0755,0.0582,2020,"CA"
"595","92660",0.1107,0.1782,0.2001,0.3593,0.1511,2020,"CA"
"596","92661",0.0438,0.286,0.3114,0.2993,0.1349,2020,"CA"
"597","92662",0.1713,0.2105,0.0358,0.0461,0.0675,2020,"CA"
"598","92663",0.1499,0.1349,0.173,0.688,0.2532,2020,"CA"
"599","92672",0.342,0.3789,0.2509,0.4095,0.3356,2020,"CA"
"600","92673",0.0859,0.3287,0.2572,0.3403,0.1678,2020,"CA"
"601","92675",0.3431,0.6061,0.4631,0.6817,0.5352,2020,"CA"
"602","92676",0.0894,0.0802,0.1528,0.188,0.0663,2020,"CA"
"603","92677",0.2659,0.2313,0.3627,0.3276,0.2428,2020,"CA"
"604","92678",0.5692,0.0848,0.3062,0.2745,0.2907,2020,"CA"
"605","92679",0.0334,0.0917,0.293,0.1534,0.0536,2020,"CA"
"606","92683",0.7653,0.8772,0.7999,0.8408,0.8599,2020,"CA"
"607","92688",0.1851,0.1517,0.4262,0.2855,0.1799,2020,"CA"
"608","92691",0.1736,0.4014,0.4072,0.4752,0.3033,2020,"CA"
"609","92692",0.1505,0.4233,0.3812,0.1569,0.1632,2020,"CA"
"610","92694",0.0502,0.3766,0.3045,0.1136,0.0865,2020,"CA"
"611","92701",0.9475,0.8431,0.9406,0.9458,0.9694,2020,"CA"
"612","92703",0.9204,0.5052,0.9585,0.9833,0.9302,2020,"CA"
"613","92704",0.7578,0.4412,0.9135,0.8478,0.7849,2020,"CA"
"614","92705",0.3973,0.4319,0.6119,0.722,0.5531,2020,"CA"
"615","92706",0.7855,0.5755,0.8362,0.891,0.8304,2020,"CA"
"616","92707",0.7145,0.4498,0.9285,0.7341,0.7463,2020,"CA"
"617","92708",0.4123,0.5185,0.6246,0.5444,0.5271,2020,"CA"
"618","92780",0.643,0.6223,0.7145,0.9256,0.7687,2020,"CA"
"619","92782",0.0952,0.3137,0.6459,0.1811,0.1546,2020,"CA"
"620","92801",0.876,0.7722,0.8576,0.9827,0.9452,2020,"CA"
"621","92802",0.8858,0.6874,0.8524,0.9781,0.9262,2020,"CA"
"622","92804",0.8131,0.7849,0.8091,0.9735,0.9083,2020,"CA"
"623","92805",0.808,0.5859,0.8731,0.9008,0.8478,2020,"CA"
"624","92806",0.6719,0.5023,0.7653,0.861,0.752,2020,"CA"
"625","92807",0.1874,0.2636,0.4671,0.3391,0.2364,2020,"CA"
"626","92808",0.1436,0.1303,0.4977,0.1142,0.0946,2020,"CA"
"627","92821",0.2964,0.3074,0.624,0.628,0.4302,2020,"CA"
"628","92823",0.0484,0.436,0.718,0.1932,0.1684,2020,"CA"
"629","92831",0.7255,0.2099,0.6511,0.9135,0.7226,2020,"CA"
"630","92832",0.8299,0.6782,0.7324,0.9048,0.8576,2020,"CA"
"631","92833",0.5248,0.4596,0.7849,0.7272,0.6448,2020,"CA"
"632","92835",0.2359,0.5035,0.4867,0.7353,0.4706,2020,"CA"
"633","92840",0.6592,0.801,0.8333,0.895,0.8183,2020,"CA"
"634","92841",0.767,0.8362,0.8385,0.9066,0.8795,2020,"CA"
"635","92843",0.7191,0.6615,0.9221,0.9516,0.8529,2020,"CA"
"636","92844",0.8616,0.8847,0.8881,0.8875,0.9245,2020,"CA"
"637","92845",0.1834,0.2261,0.3576,0.316,0.2007,2020,"CA"
"638","92860",0.387,0.1586,0.4631,0.3973,0.3195,2020,"CA"
"639","92861",0.0905,0.4181,0.278,0.1851,0.1407,2020,"CA"
"640","92865",0.4077,0.2768,0.6367,0.6188,0.485,2020,"CA"
"641","92866",0.5859,0.2255,0.4723,0.8749,0.6298,2020,"CA"
"642","92867",0.4596,0.3155,0.5698,0.6275,0.5225,2020,"CA"
"643","92868",0.6869,0.4908,0.7451,0.9556,0.7855,2020,"CA"
"644","92869",0.2653,0.308,0.5479,0.4331,0.3304,2020,"CA"
"645","92870",0.3852,0.5161,0.6355,0.6557,0.5502,2020,"CA"
"646","92879",0.6984,0.5133,0.8045,0.7537,0.7411,2020,"CA"
"647","92880",0.3662,0.4371,0.7814,0.2785,0.3829,2020,"CA"
"648","92881",0.2313,0.2497,0.6078,0.3206,0.2578,2020,"CA"
"649","92882",0.5796,0.4089,0.7128,0.5104,0.5842,2020,"CA"
